Date,Open,High,Low,Close,Adj Close,Volume,Company Name
03-01-2023,73.690002,75.260002,73.379997,74.580002,74.580002,27974200,Paypal
04-01-2023,76.110001,78.480003,75.43,77.690002,77.690002,19144700,Paypal
05-01-2023,77.300003,77.32,75.650002,76.269997,76.269997,11113800,Paypal
06-01-2023,76.769997,77.059998,73.949997,76.480003,76.480003,14167900,Paypal
09-01-2023,77,78.764999,76.529999,77.080002,77.080002,12966100,Paypal
10-01-2023,76.900002,78.019997,76.5,77.919998,77.919998,10436000,Paypal
11-01-2023,78.669998,79.190002,77.82,78.540001,78.540001,10640400,Paypal
12-01-2023,79.010002,80.300003,77.099998,79.779999,79.779999,9381900,Paypal
13-01-2023,78.525002,79.808998,78.029999,79.480003,79.480003,8624700,Paypal
17-01-2023,80.139999,80.665001,78.879997,80.18,80.18,11261800,Paypal
18-01-2023,79.800003,80.75,77.121002,77.309998,77.309998,13601900,Paypal
19-01-2023,76.261002,77.419998,75.959999,76.75,76.75,10023400,Paypal
20-01-2023,77.012001,79.099998,75.900002,79.089996,79.089996,12193200,Paypal
23-01-2023,77.830002,79.720001,76.660004,79.5,79.5,17407300,Paypal
24-01-2023,79.379997,80.389999,78.110001,79.580002,79.580002,9491300,Paypal
25-01-2023,78.559998,79.550003,77.300003,79.099998,79.099998,9463400,Paypal
26-01-2023,80.080002,80.900002,78.556,80.809998,80.809998,10566000,Paypal
27-01-2023,80.559998,82.535004,80.32,81.830002,81.830002,10889100,Paypal
30-01-2023,80.870003,81.360001,79.535004,79.639999,79.639999,10301000,Paypal
31-01-2023,79.699997,82.470001,79.610001,81.489998,81.489998,15730300,Paypal
01-02-2023,81.339996,83.599998,79.580002,82.910004,82.910004,13221600,Paypal
02-02-2023,86.720001,88.625,84.650002,86.959999,86.959999,16906600,Paypal
03-02-2023,85.389999,87.839996,85.199997,85.519997,85.519997,14786900,Paypal
06-02-2023,83.330002,83.800003,82.135002,82.330002,82.330002,14175900,Paypal
07-02-2023,82.059998,83.669998,80.822998,83.230003,83.230003,13520800,Paypal
08-02-2023,82.349998,82.610001,79.620003,79.720001,79.720001,13569300,Paypal
09-02-2023,81.730003,81.800003,78.095001,78.419998,78.419998,25473900,Paypal
10-02-2023,79.370003,82.849998,78.599998,80.800003,80.800003,37521000,Paypal
13-02-2023,80.650002,80.709999,78.440002,79.449997,79.449997,15898500,Paypal
14-02-2023,79,79.373001,76.300003,77.260002,77.260002,18802000,Paypal
15-02-2023,76.529999,78.790001,76.050003,77.910004,77.910004,14494600,Paypal
16-02-2023,76.870003,78.720001,76.540001,76.730003,76.730003,11461800,Paypal
17-02-2023,76.199997,76.330002,73.589996,74.660004,74.660004,15855700,Paypal
21-02-2023,73.709999,75.57,73.681999,75.239998,75.239998,14537400,Paypal
22-02-2023,75.360001,76.279999,74.885002,75.480003,75.480003,9526700,Paypal
23-02-2023,75.889999,76.279999,73.625999,75.190002,75.190002,9292000,Paypal
24-02-2023,73.5,74.029999,72.980003,73.550003,73.550003,12317700,Paypal
27-02-2023,74.32,74.565002,73.459999,73.769997,73.769997,8579300,Paypal
28-02-2023,73.529999,74.339996,73.129997,73.599998,73.599998,8607400,Paypal
01-03-2023,73.629997,74.220001,73.25,73.82,73.82,7699600,Paypal
02-03-2023,72.624001,74.370003,72.599998,74.099998,74.099998,7729100,Paypal
03-03-2023,74.160004,76.32,74.089996,76.290001,76.290001,10040000,Paypal
06-03-2023,76.940002,77.760002,76.360001,76.779999,76.779999,9608600,Paypal
07-03-2023,76.540001,77.379997,74.790001,74.910004,74.910004,9680400,Paypal
08-03-2023,75.160004,76.199997,74.349998,75.839996,75.839996,9467900,Paypal
09-03-2023,76.959999,79.264999,75.724998,75.93,75.93,17398200,Paypal
10-03-2023,75.940002,75.940002,73.099998,73.43,73.43,13123800,Paypal
13-03-2023,72.622002,73.970001,71.085999,72.610001,72.610001,14049000,Paypal
14-03-2023,74.074997,74.669998,72.675003,73.239998,73.239998,12491500,Paypal
15-03-2023,72.110001,73.940002,71.769997,73.910004,73.910004,10548700,Paypal
16-03-2023,73.434998,74.504997,72.519997,74.349998,74.349998,11641700,Paypal
17-03-2023,73.949997,75.065002,72.477997,72.989998,72.989998,27210400,Paypal
20-03-2023,73,74.139999,72.019997,73.209999,73.209999,16888500,Paypal
21-03-2023,74.139999,76.839996,74.07,76.720001,76.720001,12327600,Paypal
22-03-2023,76.860001,77.114998,74.239998,74.339996,74.339996,11641300,Paypal
23-03-2023,72.949997,74.510002,71.709999,72.559998,72.559998,18567600,Paypal
24-03-2023,71.919998,73.900002,71.529999,73.879997,73.879997,9176200,Paypal
27-03-2023,74.815002,75.169998,73.18,73.300003,73.300003,11908900,Paypal
28-03-2023,73.099998,73.589996,71.860001,72.699997,72.699997,9252400,Paypal
29-03-2023,73.209999,74.300003,73,74.18,74.18,8746700,Paypal
30-03-2023,74.93,75.18,73.900002,74.389999,74.389999,8429800,Paypal
31-03-2023,74.510002,76.029999,74.120003,75.940002,75.940002,8378600,Paypal
03-04-2023,75.625,75.919998,74.705002,75.290001,75.290001,8911700,Paypal
04-04-2023,75.459999,75.690002,74.730003,75.260002,75.260002,8949100,Paypal
05-04-2023,75.110001,75.110001,73.114998,73.610001,73.610001,10812700,Paypal
06-04-2023,73.269997,75,72.279999,74.959999,74.959999,10524500,Paypal
10-04-2023,74.459999,74.855003,73.459999,74.519997,74.519997,7591800,Paypal
11-04-2023,76.029999,76.440002,73.209999,73.580002,73.580002,14190900,Paypal
12-04-2023,73.940002,75.699997,73.349998,73.5,73.5,10422300,Paypal
13-04-2023,73.709999,75.559998,73.559998,75.519997,75.519997,8724100,Paypal
14-04-2023,75.199997,76.735001,75.150002,76.529999,76.529999,8902700,Paypal
17-04-2023,76.834999,77.949997,76.550003,77.330002,77.330002,9717600,Paypal
18-04-2023,77.709999,77.940002,76.209999,76.419998,76.419998,7558900,Paypal
19-04-2023,75.300003,75.940002,74.099998,75.32,75.32,8888300,Paypal
20-04-2023,74.400002,74.970001,73.470001,73.580002,73.580002,8847600,Paypal
21-04-2023,73.400002,74.239998,72.919998,74.18,74.18,8591100,Paypal
24-04-2023,74.410004,74.873001,73.379997,74.290001,74.290001,7458400,Paypal
25-04-2023,73.900002,74.290001,71.760002,71.779999,71.779999,10255800,Paypal
26-04-2023,71.209999,72.764999,71.029999,72.059998,72.059998,9068800,Paypal
27-04-2023,73,74.370003,72.959999,74.269997,74.269997,11420100,Paypal
28-04-2023,74.239998,76.050003,73.919998,76,76,10718900,Paypal
01-05-2023,76.029999,76.5,74.970001,75.110001,75.110001,6857900,Paypal
02-05-2023,74.82,75.059998,71.93,72.279999,72.279999,12767000,Paypal
03-05-2023,72.410004,72.989998,71.349998,71.43,71.43,11865700,Paypal
