Date,Open,High,Low,Close,Adj Close,Volume,Company Name
03-01-2023,118.470001,118.800003,104.639999,108.099998,108.099998,231402800,Tesla
04-01-2023,109.110001,114.589996,107.519997,113.639999,113.639999,180389000,Tesla
05-01-2023,110.510002,111.75,107.160004,110.339996,110.339996,157986300,Tesla
06-01-2023,103,114.389999,101.809998,113.059998,113.059998,220911100,Tesla
09-01-2023,118.959999,123.519997,117.110001,119.769997,119.769997,190284000,Tesla
10-01-2023,121.07,122.760002,114.919998,118.849998,118.849998,167642500,Tesla
11-01-2023,122.089996,125.949997,120.510002,123.220001,123.220001,183810800,Tesla
12-01-2023,122.559998,124.129997,117,123.559998,123.559998,169400900,Tesla
13-01-2023,116.550003,122.629997,115.599998,122.400002,122.400002,180714100,Tesla
17-01-2023,125.699997,131.699997,125.019997,131.490005,131.490005,186477000,Tesla
18-01-2023,136.559998,136.679993,127.010002,128.779999,128.779999,195680300,Tesla
19-01-2023,127.260002,129.990005,124.309998,127.169998,127.169998,170291900,Tesla
20-01-2023,128.679993,133.509995,127.349998,133.419998,133.419998,138858100,Tesla
23-01-2023,135.869995,145.380005,134.270004,143.75,143.75,203119200,Tesla
24-01-2023,143,146.5,141.100006,143.889999,143.889999,158699100,Tesla
25-01-2023,141.910004,146.410004,138.070007,144.429993,144.429993,192734300,Tesla
26-01-2023,159.970001,161.419998,154.759995,160.270004,160.270004,234815100,Tesla
27-01-2023,162.429993,180.679993,161.169998,177.899994,177.899994,306590600,Tesla
30-01-2023,178.050003,179.770004,166.5,166.660004,166.660004,230878800,Tesla
31-01-2023,164.570007,174.300003,162.779999,173.220001,173.220001,196813500,Tesla
01-02-2023,173.889999,183.809998,169.929993,181.410004,181.410004,213806300,Tesla
02-02-2023,187.330002,196.75,182.610001,188.270004,188.270004,217448300,Tesla
03-02-2023,183.949997,199,183.690002,189.979996,189.979996,232662000,Tesla
06-02-2023,193.009995,198.169998,189.919998,194.759995,194.759995,186188100,Tesla
07-02-2023,196.429993,197.5,189.550003,196.809998,196.809998,186010300,Tesla
08-02-2023,196.100006,203,194.309998,201.289993,201.289993,180673600,Tesla
09-02-2023,207.779999,214,204.770004,207.320007,207.320007,215431400,Tesla
10-02-2023,202.229996,206.199997,192.889999,196.889999,196.889999,204754100,Tesla
13-02-2023,194.419998,196.300003,187.610001,194.639999,194.639999,172475500,Tesla
14-02-2023,191.940002,209.820007,189.440002,209.25,209.25,216455700,Tesla
15-02-2023,211.759995,214.660004,206.110001,214.240005,214.240005,181006400,Tesla
16-02-2023,210.779999,217.649994,201.839996,202.039993,202.039993,229586500,Tesla
17-02-2023,199.990005,208.440002,197.5,208.309998,208.309998,213738500,Tesla
21-02-2023,204.990005,209.710007,197.220001,197.369995,197.369995,180018600,Tesla
22-02-2023,197.929993,201.990005,191.779999,200.860001,200.860001,191828500,Tesla
23-02-2023,203.910004,205.139999,196.330002,202.070007,202.070007,146360000,Tesla
24-02-2023,196.330002,197.669998,192.800003,196.880005,196.880005,142228100,Tesla
27-02-2023,202.029999,209.419998,201.259995,207.630005,207.630005,161028300,Tesla
28-02-2023,210.589996,211.229996,203.75,205.710007,205.710007,153144900,Tesla
01-03-2023,206.210007,207.199997,198.520004,202.770004,202.770004,156852800,Tesla
02-03-2023,186.740005,193.75,186.009995,190.899994,190.899994,181500700,Tesla
03-03-2023,194.800003,200.479996,192.880005,197.789993,197.789993,154193300,Tesla
06-03-2023,198.539993,198.600006,192.300003,193.809998,193.809998,128100100,Tesla
07-03-2023,191.380005,194.199997,186.100006,187.710007,187.710007,148125800,Tesla
08-03-2023,185.039993,186.5,180,182,182,151897800,Tesla
09-03-2023,180.25,185.179993,172.509995,172.919998,172.919998,170023800,Tesla
10-03-2023,175.130005,178.289993,168.440002,173.440002,173.440002,191488900,Tesla
13-03-2023,167.460007,177.350006,163.910004,174.479996,174.479996,167790300,Tesla
14-03-2023,177.309998,183.800003,177.139999,183.259995,183.259995,143717900,Tesla
15-03-2023,180.800003,182.339996,176.029999,180.449997,180.449997,145995600,Tesla
16-03-2023,180.369995,185.809998,178.839996,184.130005,184.130005,121136800,Tesla
17-03-2023,184.520004,186.220001,177.330002,180.130005,180.130005,133197100,Tesla
20-03-2023,178.080002,186.440002,176.350006,183.25,183.25,129684400,Tesla
