Date,Open,High,Low,Close,Adj Close,Volume,Company Name
03-01-2023,122.82,126.370003,122.279999,124.739998,124.739998,35528500,Meta
04-01-2023,127.379997,129.050003,125.849998,127.370003,127.370003,32397100,Meta
05-01-2023,126.129997,128.520004,124.540001,126.940002,126.940002,25447100,Meta
06-01-2023,128.970001,130.330002,126.040001,130.020004,130.020004,27584500,Meta
09-01-2023,131.160004,132.949997,129.279999,129.470001,129.470001,26649100,Meta
10-01-2023,127.269997,133.440002,127.150002,132.990005,132.990005,28684400,Meta
11-01-2023,130.960007,133.850006,130.339996,132.889999,132.889999,25423000,Meta
12-01-2023,133.440002,137.679993,131.759995,136.710007,136.710007,30757700,Meta
13-01-2023,134.970001,137.389999,134.839996,136.979996,136.979996,22423800,Meta
17-01-2023,136.179993,136.75,134.25,135.360001,135.360001,21147600,Meta
18-01-2023,135.809998,137.25,132.800003,133.020004,133.020004,20215500,Meta
19-01-2023,132.490005,137.449997,132.139999,136.149994,136.149994,28625200,Meta
20-01-2023,135.889999,139.940002,134.610001,139.369995,139.369995,28688600,Meta
23-01-2023,139.289993,143.759995,138.660004,143.270004,143.270004,27470100,Meta
24-01-2023,141.690002,145,141.360001,143.139999,143.139999,21970200,Meta
25-01-2023,141.220001,143.169998,140.309998,141.5,141.5,26622000,Meta
26-01-2023,144.399994,147.509995,143.300003,147.300003,147.300003,25482100,Meta
27-01-2023,148.240005,153.190002,147.389999,151.740005,151.740005,35771900,Meta
30-01-2023,149.410004,151.119995,146.949997,147.059998,147.059998,28040100,Meta
31-01-2023,147.949997,149.880005,147.520004,148.970001,148.970001,29842100,Meta
01-02-2023,148.029999,153.580002,147.059998,153.119995,153.119995,55661000,Meta
02-02-2023,183.380005,197.160004,180.160004,188.770004,188.770004,150475700,Meta
03-02-2023,183.470001,196.770004,182.889999,186.529999,186.529999,76809700,Meta
06-02-2023,186.529999,190.699997,185.520004,186.059998,186.059998,42483800,Meta
07-02-2023,185.580002,193.779999,184.399994,191.619995,191.619995,47080700,Meta
08-02-2023,190,190.830002,182.919998,183.429993,183.429993,36139100,Meta
09-02-2023,186.130005,186.649994,177.270004,177.919998,177.919998,37118800,Meta
10-02-2023,176.350006,178.889999,173.350006,174.149994,174.149994,33433600,Meta
