Date,Open,High,Low,Close,Adj Close,Volume,Company Name
03-01-2023,340.160004,345.820007,331.920013,336.920013,336.920013,2229100,Adobe
04-01-2023,342.890015,345.630005,336.730011,341.410004,341.410004,2186800,Adobe
05-01-2023,337.529999,337.549988,328.160004,328.440002,328.440002,2081600,Adobe
06-01-2023,332.279999,334.880005,322.440002,332.75,332.75,2216600,Adobe
09-01-2023,338.899994,349.459991,338.420013,341.980011,341.980011,3133800,Adobe
10-01-2023,337.649994,344.630005,336.799988,338.700012,338.700012,1670200,Adobe
11-01-2023,337.390015,343.190002,333.470001,342.929993,342.929993,2344400,Adobe
12-01-2023,344.170013,346.440002,337.369995,344.540009,344.540009,2121800,Adobe
13-01-2023,340.25,344.649994,335.5,344.380005,344.380005,2581900,Adobe
17-01-2023,344.380005,350.790009,341.970001,344.380005,344.380005,2512700,Adobe
18-01-2023,345.01001,349.23999,338.399994,341.309998,341.309998,2079800,Adobe
19-01-2023,340.559998,346.730011,340.01001,342.529999,342.529999,2467000,Adobe
20-01-2023,343.269989,357.420013,342.76001,356.380005,356.380005,3149400,Adobe
23-01-2023,358.279999,365.869995,356.850006,364.980011,364.980011,3187100,Adobe
24-01-2023,364.100006,364.450012,358,361.320007,361.320007,2466400,Adobe
25-01-2023,355.670013,359.730011,350.570007,358.170013,358.170013,2239100,Adobe
26-01-2023,362.76001,367.429993,360.720001,365.820007,365.820007,2350500,Adobe
27-01-2023,363.48999,373.420013,362.850006,370.709991,370.709991,2615600,Adobe
30-01-2023,365.899994,368.700012,362.829987,363.420013,363.420013,2663600,Adobe
31-01-2023,364.709991,370.700012,364.01001,370.339996,370.339996,2572400,Adobe
01-02-2023,370.01001,386.720001,366.799988,383.920013,383.920013,3362000,Adobe
02-02-2023,393.279999,402.48999,388.880005,392.230011,392.230011,4020000,Adobe
03-02-2023,384.290009,386.720001,377.920013,379.329987,379.329987,2695400,Adobe
06-02-2023,376.209991,379.290009,373.390015,375.230011,375.230011,2369600,Adobe
07-02-2023,373.429993,384.940002,372.76001,383.820007,383.820007,2476200,Adobe
08-02-2023,382.48999,387.279999,375.700012,378.359985,378.359985,2668100,Adobe
09-02-2023,384.970001,386.51001,374.019989,375.809998,375.809998,2265200,Adobe
10-02-2023,371.630005,374.519989,367.079987,370.98999,370.98999,1846300,Adobe
13-02-2023,373.410004,376.309998,371.029999,375,375,1877300,Adobe
14-02-2023,375,380.559998,369.959991,377.899994,377.899994,2479700,Adobe
15-02-2023,375.600006,381.670013,374.839996,375.940002,375.940002,2088200,Adobe
16-02-2023,366.040009,373.48999,363.549988,365.160004,365.160004,2917000,Adobe
17-02-2023,359.309998,359.609985,352.119995,356.850006,356.850006,2985700,Adobe
21-02-2023,350.779999,353.25,345.690002,346.700012,346.700012,3002700,Adobe
22-02-2023,346.690002,353.170013,344.450012,348.720001,348.720001,2599300,Adobe
23-02-2023,350.440002,353.799988,343.929993,347.019989,347.019989,3154500,Adobe
24-02-2023,328.119995,329.76001,318.600006,320.540009,320.540009,8444500,Adobe
27-02-2023,322.019989,325.100006,320.700012,322.320007,322.320007,3500600,Adobe
28-02-2023,323.369995,325.730011,320.970001,323.950012,323.950012,2714200,Adobe
01-03-2023,323.799988,325.26001,321,323.380005,323.380005,2377700,Adobe
02-03-2023,323.380005,334.459991,321.559998,333.5,333.5,3845800,Adobe
03-03-2023,334.690002,344.76001,334.480011,344.040009,344.040009,3725500,Adobe
06-03-2023,344.329987,351.779999,344.279999,347.019989,347.019989,3060300,Adobe
07-03-2023,347.859985,352.170013,344.059998,344.799988,344.799988,2252800,Adobe
08-03-2023,346.73999,348.690002,343.470001,345.839996,345.839996,2518900,Adobe
09-03-2023,344.720001,350.130005,336.98999,338.369995,338.369995,3798300,Adobe
10-03-2023,338.339996,338.519989,328.450012,329.299988,329.299988,4148200,Adobe
13-03-2023,329.420013,333,323.290009,324.269989,324.269989,4203500,Adobe
14-03-2023,332.209991,335.170013,328.700012,333.329987,333.329987,3850900,Adobe
15-03-2023,330,334.279999,328.170013,333.609985,333.609985,4627100,Adobe
16-03-2023,344.570007,355.48999,340.529999,353.290009,353.290009,6946600,Adobe
17-03-2023,354.779999,360.630005,350.839996,358.140015,358.140015,6725400,Adobe
20-03-2023,357.609985,364.940002,355.350006,362.880005,362.880005,3946800,Adobe
21-03-2023,364.630005,376.399994,362.920013,374.220001,374.220001,4479200,Adobe
22-03-2023,375,377.329987,361.519989,361.709991,361.709991,3878400,Adobe
23-03-2023,368.98999,375.25,365.48999,369,369,3138600,Adobe
24-03-2023,370.230011,375.230011,367.720001,374.959991,374.959991,2993400,Adobe
